SIMPLE_OR_COMPLEX|APPLICATION_SUITE|APPLICATION|SOURCE_VALUE|Input Value 2|Input Value 3|Input Value 4|INPUT_CODE_5      |INPUT_CODE_6      |CATEGORY_CODE|TARGET_VALUE|OUTPUT_CODE_1_DESC|OUTPUT_CODE_2     |OUTPUT_CODE_2_DESC|OUTPUT_CODE_3     |OUTPUT_CODE_3_DESC|OUTPUT_CODE_4     |OUTPUT_CODE_4_DESC|OUTPUT_CODE_5     |OUTPUT_CODE_5_DESC|OUTPUT_CODE_6     |OUTPUT_CODE_6_DESC
C|FIN|GL|403102||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403104||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403105||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403106||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403110||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403111||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403112||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403113||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403200||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403902||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403903||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403904||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403905||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403906||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403907||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403908||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403910||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403912||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403915||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|403921||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405010||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405015||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405016||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405020||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405021||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405030||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405031||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405100||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405101||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405210||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405300||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|405301||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406000||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406200||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406301||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406303||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406304||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406305||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406306||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406400||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406402||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406403||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406500||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406501||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406600||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406901||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406902||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406903||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406906||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406908||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406920||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406940||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406941||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406945||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406950||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406960||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406970||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|406990||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|407000||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|407005||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|407900||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408100||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408600||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408900||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408905||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408906||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408907||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408910||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408920||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408930||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408970||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408975||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408980||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408985||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408990||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408995||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|408996||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409090||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409095||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409099||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409109||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409129||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409137||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409149||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409159||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409199||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409209||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409298||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|409299||||||LOCATION|R|Revenue||||||||||
C|FIN|GL|551000||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551001||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551002||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551003||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551004||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551020||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551021||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551022||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551023||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551024||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551026||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551027||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551030||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551040||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551050||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551060||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551070||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551075||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551080||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551081||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551100||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551101||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551120||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551122||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551123||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551800||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551810||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551920||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551930||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551940||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551950||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551990||||||LOCATION|E|Expense||||||||||
C|FIN|GL|551999||||||LOCATION|E|Expense||||||||||
C|FIN|GL|552000||||||LOCATION|E|Expense||||||||||
C|FIN|GL|552020||||||LOCATION|E|Expense||||||||||
C|FIN|GL|552040||||||LOCATION|E|Expense||||||||||
C|FIN|GL|552060||||||LOCATION|E|Expense||||||||||
C|FIN|GL|552080||||||LOCATION|E|Expense||||||||||
C|FIN|GL|552099||||||LOCATION|E|Expense||||||||||
C|FIN|GL|552100||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553000||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553009||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553010||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553019||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553020||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553029||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553030||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553039||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553040||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553049||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553050||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553060||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553090||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553099||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553900||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553901||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553902||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553903||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553905||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553910||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553915||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553930||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553931||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553932||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553933||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553939||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553950||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553959||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553960||||||LOCATION|E|Expense||||||||||
C|FIN|GL|553999||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554020||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554030||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554040||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554100||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554110||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554120||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554130||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554140||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554150||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554160||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554170||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554180||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554190||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554200||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554210||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554220||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554230||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554240||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554250||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554300||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554310||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554320||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554330||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554340||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554350||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554360||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554370||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554380||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554390||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554900||||||LOCATION|E|Expense||||||||||
C|FIN|GL|554990||||||LOCATION|E|Expense||||||||||
C|FIN|GL|555000||||||LOCATION|E|Expense||||||||||
C|FIN|GL|555100||||||LOCATION|E|Expense||||||||||
C|FIN|GL|555150||||||LOCATION|E|Expense||||||||||
C|FIN|GL|555200||||||LOCATION|E|Expense||||||||||
C|FIN|GL|555316||||||LOCATION|E|Expense||||||||||
C|FIN|GL|555321||||||LOCATION|E|Expense||||||||||
C|FIN|GL|555331||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556100||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556600||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556900||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556905||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556906||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556907||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556910||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556920||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556930||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556941||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556970||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556975||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556980||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556985||||||LOCATION|E|Expense||||||||||
C|FIN|GL|556990||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557000||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557009||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557010||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557020||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557030||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557040||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557050||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557060||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557080||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557099||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557120||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557140||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557160||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557170||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557180||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557199||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557300||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557310||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557350||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557360||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557370||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557380||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557390||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557399||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557903||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557907||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557909||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557910||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557911||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557920||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557922||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557929||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557932||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557933||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557934||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557935||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557936||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557937||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557940||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557960||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557971||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557972||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557975||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557998||||||LOCATION|E|Expense||||||||||
C|FIN|GL|557999||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601000||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601100||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601101||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601200||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601201||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601204||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601205||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601210||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601300||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601301||||||LOCATION|E|Expense||||||||||
C|FIN|GL|601400||||||LOCATION|E|Expense||||||||||
C|FIN|GL|602100||||||LOCATION|E|Expense||||||||||
C|FIN|GL|602110||||||LOCATION|E|Expense||||||||||
C|FIN|GL|602300||||||LOCATION|E|Expense||||||||||
C|FIN|GL|602400||||||LOCATION|E|Expense||||||||||
C|FIN|GL|602450||||||LOCATION|E|Expense||||||||||
C|FIN|GL|602451||||||LOCATION|E|Expense||||||||||
C|FIN|GL|602452||||||LOCATION|E|Expense||||||||||
C|FIN|GL|603000||||||LOCATION|E|Expense||||||||||
C|FIN|GL|603100||||||LOCATION|E|Expense||||||||||
C|FIN|GL|605000||||||LOCATION|E|Expense||||||||||
C|FIN|GL|606000||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607000||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607100||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607200||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607300||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607350||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607400||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607410||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607420||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607430||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607440||||||LOCATION|E|Expense||||||||||
C|FIN|GL|607450||||||LOCATION|E|Expense||||||||||
S|FIN|ALL|Denmark DKK||||||LEDGER|Denmark DKK|||||||||||
S|FIN|ALL|United States of America USD||||||LEDGER|United States of America USD|||||||||||
S|FIN|GL|2021||||||LEDGER_ID|3E+14|||||||||||
S|FIN|GL|2109||||||LEDGER_ID|3E+14|||||||||||
S|FIN|GL|Denmark DKK||||||LEDGER_NAME|Denmark DKK|||||||||||
S|FIN|GL|United States of America USD||||||LEDGER_NAME|United States of America USD|||||||||||
S|FIN|AP|United States of America USD||||||LEDGER_NAME|United States of America USD|||||||||||
S|FIN|AP|Denmark DKK||||||LEDGER_NAME|Denmark DKK|||||||||||
S|FIN|ALL|AED||||||CURRENCY|AED|||||||||||
S|FIN|ALL|ANG||||||CURRENCY|ANG|||||||||||
S|FIN|ALL|AUD||||||CURRENCY|AUD|||||||||||
S|FIN|ALL|AWG||||||CURRENCY|AWG|||||||||||
S|FIN|ALL|BGN||||||CURRENCY|BGN|||||||||||
S|FIN|ALL|BMD||||||CURRENCY|BMD|||||||||||
S|FIN|ALL|BRL||||||CURRENCY|BRL|||||||||||
S|FIN|ALL|BSD||||||CURRENCY|BSD|||||||||||
S|FIN|ALL|CAD||||||CURRENCY|CAD|||||||||||
S|FIN|ALL|CHF||||||CURRENCY|CHF|||||||||||
S|FIN|ALL|CNH||||||CURRENCY|CNH|||||||||||
S|FIN|ALL|CNY||||||CURRENCY|CNY|||||||||||
S|FIN|ALL|CZK||||||CURRENCY|CZK|||||||||||
S|FIN|ALL|DKK||||||CURRENCY|DKK|||||||||||
S|FIN|ALL|EUR||||||CURRENCY|EUR|||||||||||
S|FIN|ALL|GBP||||||CURRENCY|GBP|||||||||||
S|FIN|ALL|HKD||||||CURRENCY|HKD|||||||||||
S|FIN|ALL|HUF||||||CURRENCY|HUF|||||||||||
S|FIN|ALL|INR||||||CURRENCY|INR|||||||||||
S|FIN|ALL|JPY||||||CURRENCY|JPY|||||||||||
S|FIN|ALL|KYD||||||CURRENCY|KYD|||||||||||
S|FIN|ALL|MUR||||||CURRENCY|MUR|||||||||||
S|FIN|ALL|MXN||||||CURRENCY|MXN|||||||||||
S|FIN|ALL|MYR||||||CURRENCY|MYR|||||||||||
S|FIN|ALL|NOK||||||CURRENCY|NOK|||||||||||
S|FIN|ALL|NZD||||||CURRENCY|NZD|||||||||||
S|FIN|ALL|PHP||||||CURRENCY|PHP|||||||||||
S|FIN|ALL|PLN||||||CURRENCY|PLN|||||||||||
S|FIN|ALL|RON||||||CURRENCY|RON|||||||||||
S|FIN|ALL|SAR||||||CURRENCY|SAR|||||||||||
S|FIN|ALL|SEK||||||CURRENCY|SEK|||||||||||
S|FIN|ALL|SGD||||||CURRENCY|SGD|||||||||||
S|FIN|ALL|USD||||||CURRENCY|USD|||||||||||
S|FIN|ALL|UYU||||||CURRENCY|UYU|||||||||||
S|FIN|ALL|ZAR||||||CURRENCY|ZAR|||||||||||
S|FIN|AP|USD||||||CURRENCY_CODE|USD|||||||||||
S|FIN|AP|GBP||||||CURRENCY_CODE|GBP|||||||||||
S|FIN|AP|DKK||||||CURRENCY_CODE|DKK|||||||||||
S|FIN|AP|EUR||||||CURRENCY_CODE|EUR|||||||||||
S|FIN|AP|USD||||||INVOICE_CURRENCY|USD|||||||||||
S|FIN|AP|GBP||||||INVOICE_CURRENCY|GBP|||||||||||
S|FIN|AP|DKK||||||INVOICE_CURRENCY|DKK|||||||||||
S|FIN|AP|EUR||||||INVOICE_CURRENCY|EUR|||||||||||
S|FIN|AP|CAD||||||INVOICE_CURRENCY|CAD|||||||||||
S|FIN|AP|USD||||||PAYMENT_CURRENCY|USD|||||||||||
S|FIN|AP|GBP||||||PAYMENT_CURRENCY|GBP|||||||||||
S|FIN|AP|DKK||||||PAYMENT_CURRENCY|DKK|||||||||||
S|FIN|AP|EUR||||||PAYMENT_CURRENCY|EUR|||||||||||
S|FIN|AP|CAD||||||PAYMENT_CURRENCY|CAD|||||||||||
S|FIN|AP|USD||||||INVOICE_CURRENCY_CODE|USD|||||||||||
S|FIN|AP|DKK||||||INVOICE_CURRENCY_CODE|DKK|||||||||||
S|FIN|AP|EUR||||||INVOICE_CURRENCY_CODE|EUR|||||||||||
S|FIN|AP|USD||||||PAYMENT_CURRENCY_CODE|USD|||||||||||
S|FIN|AP|DKK||||||PAYMENT_CURRENCY_CODE|DKK|||||||||||
S|FIN|AP|EUR||||||PAYMENT_CURRENCY_CODE|EUR|||||||||||
S|FIN|ALL|AU2250||||||LEGAL_ENTITY|AU2250|||||||||||
S|FIN|ALL|AU5250||||||LEGAL_ENTITY|AU5250|||||||||||
S|FIN|ALL|AW7450||||||LEGAL_ENTITY|AW7450|||||||||||
S|FIN|ALL|BB7720||||||LEGAL_ENTITY|BB7720|||||||||||
S|FIN|ALL|BE5370||||||LEGAL_ENTITY|BE5370|||||||||||
S|FIN|ALL|BM2300||||||LEGAL_ENTITY|BM2300|||||||||||
S|FIN|ALL|BM2430||||||LEGAL_ENTITY|BM2430|||||||||||
S|FIN|ALL|BM7600||||||LEGAL_ENTITY|BM7600|||||||||||
S|FIN|ALL|BS2270||||||LEGAL_ENTITY|BS2270|||||||||||
S|FIN|ALL|BS4400||||||LEGAL_ENTITY|BS4400|||||||||||
S|FIN|ALL|BS7920||||||LEGAL_ENTITY|BS7920|||||||||||
S|FIN|ALL|CA2400||||||LEGAL_ENTITY|CA2400|||||||||||
S|FIN|ALL|CA4420||||||LEGAL_ENTITY|CA4420|||||||||||
S|FIN|ALL|CA4421||||||LEGAL_ENTITY|CA4421|||||||||||
S|FIN|ALL|CH3070||||||LEGAL_ENTITY|CH3070|||||||||||
S|FIN|ALL|CW2070||||||LEGAL_ENTITY|CW2070|||||||||||
S|FIN|ALL|CW4270||||||LEGAL_ENTITY|CW4270|||||||||||
S|FIN|ALL|CW7050||||||LEGAL_ENTITY|CW7050|||||||||||
S|FIN|ALL|CW7120||||||LEGAL_ENTITY|CW7120|||||||||||
S|FIN|ALL|CW7150||||||LEGAL_ENTITY|CW7150|||||||||||
S|FIN|ALL|CY5700||||||LEGAL_ENTITY|CY5700|||||||||||
S|FIN|ALL|DE5770||||||LEGAL_ENTITY|DE5770|||||||||||
S|FIN|ALL|DK5350||||||LEGAL_ENTITY|DK5350|||||||||||
S|FIN|ALL|ES5470||||||LEGAL_ENTITY|ES5470|||||||||||
S|FIN|ALL|FR5850||||||LEGAL_ENTITY|FR5850|||||||||||
S|FIN|ALL|GB3160||||||LEGAL_ENTITY|GB3160|||||||||||
S|FIN|ALL|GB6520||||||LEGAL_ENTITY|GB6520|||||||||||
S|FIN|ALL|GB6600||||||LEGAL_ENTITY|GB6600|||||||||||
S|FIN|ALL|GG2520||||||LEGAL_ENTITY|GG2520|||||||||||
S|FIN|ALL|HK6800||||||LEGAL_ENTITY|HK6800|||||||||||
S|FIN|ALL|HK6850||||||LEGAL_ENTITY|HK6850|||||||||||
S|FIN|ALL|IE2690||||||LEGAL_ENTITY|IE2690|||||||||||
S|FIN|ALL|IE4050||||||LEGAL_ENTITY|IE4050|||||||||||
S|FIN|ALL|IE4350||||||LEGAL_ENTITY|IE4350|||||||||||
S|FIN|ALL|IE4351||||||LEGAL_ENTITY|IE4351|||||||||||
S|FIN|ALL|IE5500||||||LEGAL_ENTITY|IE5500|||||||||||
S|FIN|ALL|IN6650||||||LEGAL_ENTITY|IN6650|||||||||||
S|FIN|ALL|JE2550||||||LEGAL_ENTITY|JE2550|||||||||||
S|FIN|ALL|JE6500||||||LEGAL_ENTITY|JE6500|||||||||||
S|FIN|ALL|KY1070||||||LEGAL_ENTITY|KY1070|||||||||||
S|FIN|ALL|KY2050||||||LEGAL_ENTITY|KY2050|||||||||||
S|FIN|ALL|KY2370||||||LEGAL_ENTITY|KY2370|||||||||||
S|FIN|ALL|KY2640||||||LEGAL_ENTITY|KY2640|||||||||||
S|FIN|ALL|KY2950||||||LEGAL_ENTITY|KY2950|||||||||||
S|FIN|ALL|KY4100||||||LEGAL_ENTITY|KY4100|||||||||||
S|FIN|ALL|KY4450||||||LEGAL_ENTITY|KY4450|||||||||||
S|FIN|ALL|KY4470||||||LEGAL_ENTITY|KY4470|||||||||||
S|FIN|ALL|KY7700||||||LEGAL_ENTITY|KY7700|||||||||||
S|FIN|ALL|KY7970||||||LEGAL_ENTITY|KY7970|||||||||||
S|FIN|ALL|LT2540||||||LEGAL_ENTITY|LT2540|||||||||||
S|FIN|ALL|LT5380||||||LEGAL_ENTITY|LT5380|||||||||||
S|FIN|ALL|LT5400||||||LEGAL_ENTITY|LT5400|||||||||||
S|FIN|ALL|LU2600||||||LEGAL_ENTITY|LU2600|||||||||||
S|FIN|ALL|LU4370||||||LEGAL_ENTITY|LU4370|||||||||||
S|FIN|ALL|LU4371||||||LEGAL_ENTITY|LU4371|||||||||||
S|FIN|ALL|LU5200||||||LEGAL_ENTITY|LU5200|||||||||||
S|FIN|ALL|LU5570||||||LEGAL_ENTITY|LU5570|||||||||||
S|FIN|ALL|LU5950||||||LEGAL_ENTITY|LU5950|||||||||||
S|FIN|ALL|LU6350||||||LEGAL_ENTITY|LU6350|||||||||||
