DVM,HZ_PARTY_USAGE_CODE,
EBS_VALUE,FUSION_VALUE
BANK_BRANCH,BANK_BRANCH
CUSTOMER,CUSTOMER
ORG_CONTACT,ORG_CONTACT
RELATED_PERSON,RELATED_PERSON
SUPPLIER,SUPPLIER
SUPPLIER_CONTACT,SUPPLIER_CONTACT
